"~id,initials:String,title:String,department:String,location:String,~label"
"16199,T.N.,Consultant - Productivity I,Productivity,Hiawatha,Employee"
"16209,A.S.,Advisor - GoDaddy Business,CDT Campaign Test,Tempe,Employee"
"16228,L.T.,Productivity Advanced Services Representative,Productivity Advanced Services,Gilbert,Employee"
"16230,T.E.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"16231,T.S.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"16236,S.E.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"16241,C.A.,Website Specialist I,Website Creation,Scottsdale,Employee"
"16246,A.N.,LDP,Billing,Gilbert,Employee"
"16249,L.L.,Senior Payroll Analyst,Transformation,Scottsdale,Employee"
"16254,E.A.,Mgr - Fraud Support,Fraud,Tempe,Employee"
"16255,R.R.,Eng - Software Development III,Products,Hiawatha,Employee"
"16271,L.N.,Consultant - CDT Sales Support,CDT GoDaddy Business Advisors,Gilbert,Employee"
"16275,S.D.,Supervisor - Customer Care,C3 Support,Tempe,Employee"
"16295,M.I.,Eng - Software Development IV,Products,San Francisco,Employee"
"16309,V.Z.,Presence & Commerce - Go Central Sales Coordinator,Products,Gilbert,Employee"
"16310,M.A.,Consultant - CDT Sales Support,CDT GoDaddy Business Advisors,Gilbert,Employee"
"16323,C.Z.,Sup - C3,CDT Customer Outreach,Gilbert,Employee"
"16326,C.N.,Website Specialist I,Website Creation,Scottsdale,Employee"
"16327,B.R.,Consultant - Prdctvty III,Mid-Market,Gilbert,Employee"
"16338,M.S.,Consultant - SalesSupport,C3 Support,Hiawatha,Employee"
"16343,J.O.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"16349,B.I.,Supervisor - Customer Development Team,CDT GoDaddy Business Advisors,Gilbert,Employee"
"1635,S.R.,Senior Director Communications,Corporate Communications,Scottsdale,Employee"
"16353,E.Y.,Eng - Security V,Cloud Infrastructure and IT,Scottsdale,Employee"
"1636,K.S.,Eng - System III,Cloud Infrastructure and IT,Scottsdale,Employee"
"16362,M.D.,Eng - Software Development III,Products,Cambridge,Employee"
"16364,K.I.,Software Development Engineer III,Products,Hiawatha,Employee"
"16365,C.S.,Consultant - Prem Hosting,Hosting Support Premier,Gilbert,Employee"
"1637,C.Y.,VP - Revenue Mgmt,Global Market Operations,Scottsdale,Employee"
"16377,D.S.,Spec - Sales & Retention,Professional Services,Tempe,Employee"
"16383,S.N.,Solutions Engineer I,Hosting Support Managed,Tempe,Employee"
"16391,J.S.,Consultant - SalesSupport,Inbound Services,Remote - AZ,Employee"
"16395,J.R.,Solutions Engineer I,Hosting Support Managed,Tempe,Employee"
"16401,T.D.,Advisor - GoDaddy Business,CDT Campaign Test,Tempe,Employee"
"16415,T.T.,Consultant - Hosting Support II,Hosting Support Sales,Gilbert,Employee"
"16435,J.R.,Eng - Software Development V,Customer Experience,Remote - NY,Employee"
"16436,C.S.,Sr. Dir - Software Dev,Customer Experience,Remote - NY,Employee"
"16438,E.I.,Mgr - Customer Success,Products,Remote - CA,Employee"
"16441,S.E.,Designer - UX II,Products,Scottsdale,Employee"
"16448,J.N.,Dir - Software Development,Cloud Infrastructure and IT,Scottsdale,Employee"
"16455,P.N.,Dir - Communications (Mgr),Corporate Communications,Kirkland,Employee"
"16459,T.O.,Dir - Software Development,Technology Engineering,Kirkland,Employee"
"16464,J.I.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"16466,J.N.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"16471,I.S.,Advisor - GoDaddy Business,CDT SEO Test Team,Tempe,Employee"
"16473,B.R.,Consultant - SalesSupport,C3 Support,Scottsdale,Employee"
"16480,M.E.,Website Specialist II,Website Creation,Scottsdale,Employee"
"16487,J.N.,Assoc - Secure Certificate Services II,Secure Certificate Services,Gilbert,Employee"
"16488,D.Z.,Consultant - Hosting Support I,Technical Hosting Services,Gilbert,Employee"
"16494,C.S.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"16522,J.G.,VP - International,Global Market Operations,Remote - Canada - ON,Employee"
"16528,S.N.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"16545,R.Y.,Sr. Dir - Online Support,Products,Kirkland,Employee"
"16570,S.S.,Consultant - SalesSupport,People Operations,Gilbert,Employee"
"16573,H.S.,Manager - Website Services,Website Creation,Scottsdale,Employee"
"16604,C.R.,Head of Operations - Global Chat and Messaging,C3 Management,Tempe,Employee"
"16612,R.S.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"16625,E.Y.,Advisor - GoDaddy Business,CDT GoDaddy Business Advisors,Gilbert,Employee"
"16655,N.R.,Analyst - WF II,C3 Management,Tempe,Employee"
"16656,G.N.,Dir - Data Centers,Cloud Infrastructure and IT,Kirkland,Employee"
"16658,A.G.,Eng - Software Development IV,Products,Sunnyvale,Employee"
"16662,E.T.,Website Specialist II,Website Creation,Scottsdale,Employee"
"16721,J.U.,Consultant - Hosting Support Web Pro,Reseller Support,Tempe,Employee"
"16733,J.F.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"16735,R.Y.,Mgr - Fraud Detection,Fraud,Tempe,Employee"
"16737,D.G.,Consultant - Hosting Support I,Hosting Support Phones,Gilbert,Employee"
"16738,J.N.,Rep - Advanced Technical Support,Advanced Technical Support,Gilbert,Employee"
"16744,C.S.,Consultant - Hosting Support I,Reseller Support,Gilbert,Employee"
"16748,J.A.,Consultant - Hosting Support I,Hosting Support Phones,Gilbert,Employee"
"1675,J.R.,Eng - System III,Cloud Infrastructure and IT,Gilbert,Employee"
"16750,R.H.,Consultant - Hosting Support I,Technical Hosting Services,Gilbert,Employee"
"16755,G.Z.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"16757,E.N.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"16758,T.W.,Consultant - C3 I,Productivity,Gilbert,Employee"
"16761,J.E.,Supervisor - Customer Development Team,CDT Web Presence,Tempe,Employee"
"16763,M.E.,Recruiting Team Lead,People Operations,Austin (MSH - Sales),Employee"
"16769,C.N.,Spec - Sales & Retention,Professional Services,Tempe,Employee"
"16777,K.S.,Customer Care Recruiter I,People Operations,Tempe,Employee"
"16794,J.Y.,Consultant - Prdctvty III,Mid-Market,Gilbert,Employee"
"16806,J.N.,Consultant - SalesSupport,Productivity,Hiawatha,Employee"
"16810,S.N.,Sr. Technical Recruiter,People Operations,Sunnyvale,Employee"
"16811,M.E.,Eng - Software Development III,Products,Sunnyvale,Employee"
"16835,D.S.,Analyst - Website Security Support I,Security - Sucuri,Remote - IA,Employee"
"16839,D.S.,Eng - Site Reliability I (S),Cloud Infrastructure and IT,Remote - NC,Employee"
"16840,A.E.,CS3,C3 Support,Remote - CA,Employee"
"16841,K.E.,CS2,C3 Support,Remote - CA,Employee"
"16842,A.M.,Partnership Manager,Products,Remote - CA,Employee"
"16849,J.Y.,VP – Legal Affairs,Legal,Scottsdale,Employee"
"16854,B.L.,Sr. Mgr - Software Development,Global Platform,Kirkland,Employee"
"16856,K.S.,Hosting Sales & Support Consultant,Reseller Support,Gilbert,Employee"
"16876,E.S.,Productivity Advanced Services Representative,Productivity Advanced Services,Gilbert,Employee"
"16914,B.D.,Eng - Software Development III,Global Platform,Remote - AZ,Employee"
"16915,J.N.,Sr. Mgr - Software Development,Cloud Infrastructure and IT,Scottsdale,Employee"
"16918,L.R.,Eng - Software Development III,Products,Tempe,Employee"
"16921,M.O.,Website Specialist I,Website Creation,Scottsdale,Employee"
"16928,E.M.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"16929,M.Y.,Sup - C3,Hosting Support Phones,Tempe,Employee"
"16930,B.A.,Hosting Sales & Support Consultant,Technical Hosting Services,Tempe,Employee"
"16934,R.T.,Consultant - C3 I,Productivity,Gilbert,Employee"
"16948,G.N.,Consultant - Hosting Support Sales,Hosting Support Sales,Gilbert,Employee"
"16960,B.S.,Consultant - Prem Hosting,Hosting Support Premier,Gilbert,Employee"
"16967,J.R.,Consultant - SalesSupport,C3 Support,Remote - AZ,Employee"
"16971,M.H.,Sr. Dir - Product Management,Products,Sunnyvale,Employee"
"16972,M.N.,Eng - Software Development VI,Customer Experience,Amsterdam,Employee"
"16973,A.R.,Eng - Software Development VI,Customer Experience,Amsterdam,Employee"
"17005,C.N.,CS4,C3 Support,Remote - CA,Employee"
"17006,D.G.,Operations Engineer II,Advanced Technical Support,Remote - CA,Employee"
"17031,O.S.,Consultant - SalesSupport,C3 Support,Tempe,Employee"
"17047,B.T.,Sup - C3,Billing,Gilbert,Employee"
"17051,J.H.,Data Center Technician Level I,Cloud Infrastructure and IT,DC - Phoenix (P3),Employee"
"17065,J.H.,LDP,C3 Support,Scottsdale,Employee"
"17078,S.R.,Sr. Dir - Network Eng,Cloud Infrastructure and IT,Tempe,Employee"
"17079,L.A.,Eng - Software Development III,Products,Gilbert,Employee"
"17080,B.G.,Sr. Mgr - Data Centers,Cloud Infrastructure and IT,Singapore (Primary),Employee"
"17084,S.I.,Eng - Software Development V,Customer Experience,San Francisco,Employee"
"17085,A.L.,VP - Internal Audit,Legal,Scottsdale,Employee"
"17091,P.T.,Eng - Software Development III,Products,San Francisco,Employee"
"17093,K.N.,Software Development Engineer IV,Products,Kirkland,Employee"
"17115,J.T.,Consultant - Productivity I,Productivity,Hiawatha,Employee"
"1712,N.R.,Sr. Mgr - Product,Global Platform,Tempe,Employee"
"17124,D.L.,Consultant - SalesSupport,Productivity,Gilbert,Employee"
"17127,J.A.,Consultant - SalesSupport,C3 Support,Scottsdale,Employee"
"17133,K.N.,Productivity Advanced Services Representative,Productivity Advanced Services,Gilbert,Employee"
"17148,T.S.,Spec - Sales & Retention,Professional Services,Tempe,Employee"
"17182,S.M.,Eng - Software Development in Test IV,Global Platform,Kirkland,Employee"
"17183,L.F.,SVP - Presence,Products,San Francisco,Employee"
"17209,A.N.,VP - Marketing,Global Market Operations,Remote - Canada - ON,Employee"
"17210,J.N.,Dir - Product Management (Mgr),Global Platform,Kirkland,Employee"
"17232,D.S.,Consultant - Hosting Support I,Technical Hosting Services,Gilbert,Employee"
"17236,E.O.,Analyst - Website Security Support I,Security - Sucuri,Remote - AZ,Employee"
"17247,A.R.,Talent Attraction Specialist,Recruiting,Scottsdale,Employee"
"17248,A.S.,Website Specialist I,Website Creation,Scottsdale,Employee"
"17260,M.Y.,Eng - Site Reliability I (S),Cloud Infrastructure and IT,Tempe,Employee"
"17261,B.M.,Rep - Advanced Technical Support - Hosting,Cloud Infrastructure and IT,Tempe,Employee"
"17266,K.R.,Rep - Advanced Technical Support,Advanced Technical Support,Gilbert,Employee"
"17272,A.D.,Solutions Engineer I,Hosting Support Managed,Tempe,Employee"
"17273,J.N.,Solutions Engineer I,Hosting Support Managed,Tempe,Employee"
"17277,A.N.,Head of EMEA Care Business Analytics,Care Analytics,Gilbert,Employee"
"17282,N.Y.,Sr. Mgr - Conversational Marketing & Email,Customer Development Team,Scottsdale,Employee"
"17284,J.O.,Consultant - SalesSupport,C3 Support,Gilbert,Employee"
"17287,C.N.,Mid Market - Product Specialist,Mid-Market,Gilbert,Employee"
"17291,A.L.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"17301,T.O.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"17321,A.Z.,Consultant - SalesSupport,Inbound Services,Remote - AZ,Employee"
"17323,T.M.,Eng - Software Development III,Products,Cambridge,Employee"
"17328,S.G.,Eng - Software Development III,Products,Scottsdale,Employee"
"17335,M.R.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"1734,T.N.,Spec - Advanced Product (H),Advanced Technical Support - Non Chat,Gilbert,Employee"
"17350,M.Y.,Analyst - Business I,C3 Management,Scottsdale,Employee"
"17352,J.R.,Advisor - GoDaddy Business,CDT Web Presence,Tempe,Employee"
"17358,S.O.,CS Team Lead,C3 Support,Remote - CA,Employee"
"17362,A.Y.,Eng - Software Development IV,Products,Gilbert,Employee"
"17363,S.N.,Sr. Mgr - Product,Products,Sunnyvale,Employee"
"17365,W.O.,Eng - Software Development IV,Products,Kirkland,Employee"
"17367,C.N.,Eng - Software Development V,Global Platform,Scottsdale,Employee"
"17390,L.C.,Dir - Legal,Legal,Scottsdale,Employee"
"17431,M.T.,Sr. Paralegal,Legal,Gilbert,Employee"
"17436,M.Z.,CS2 Bilingual,C3 Support,Remote - CA,Employee"
"17437,R.O.,CS4,C3 Support,Remote - CA,Employee"
"17438,S.Y.,CS2,C3 Support,Remote - CA,Employee"
"17439,J.I.,Dir - UX,Products,Sunnyvale,Employee"
"17442,M.N.,Marketing Operations Technologist II,Global Platform,Scottsdale,Employee"
"17444,D.M.,Eng - Software Development IV,Products,Los Angeles (WeWork),Employee"
"17450,M.N.,Inbound Supervisor,C3 Support,Tempe,Employee"
"17453,L.R.,Consultant - Productivity I,Productivity,Gilbert,Employee"
"17466,J.E.,Spec - Sales & Retention,Professional Services,Tempe,Employee"
"17504,T.D.,Eng - Software Development III,Global Platform,Remote - TX,Employee"
"17505,S.S.,Eng - Software Development IV,Global Platform,Scottsdale,Employee"
"17514,T.N.,Rep - Advanced Technical Support,Advanced Technical Support,Hiawatha,Employee"
"17539,S.S.,Consultant - Productivity I,Productivity Premier,Gilbert,Employee"
"17540,M.Z.,Consultant - C3 I,Productivity,Gilbert,Employee"
"17548,T.M.,Consultant - Hosting Support I,Reseller Support,Gilbert,Employee"
"17549,R.N.,Consultant - CDT Sales Support,CDT GoDaddy Business Advisors,Gilbert,Employee"
"17555,E.Z.,Consultant - Hosting Support I,Reseller Support,Gilbert,Employee"
"17581,S.O.,Spec - Sales & Retention,Professional Services,Tempe,Employee"
"17587,W.T.,Manager - Website Services,Website Creation,Scottsdale,Employee"
"17608,J.Y.,Lead - Email Mktg Support,C3 Support,Remote - IL,Employee"
"17609,C.D.,Spec - Email Mktg Supp,C3 Support,Remote - GA,Employee"
"17612,A.E.,Sr. Dir - Marketing (Mgr),Global Market Operations,Remote - Mexico,Employee"
"17630,R.A.,Sr. Dir - C3,C3 Management,India (WeWork),Employee"
"17633,K.R.,VP - Legal Affairs,Legal,Scottsdale,Employee"
"17635,L.R.,Sr. Mgr - C3 Site,C3 Support,Tempe,Employee"
"17636,L.L.,Learning Professional IV,Professional Development,Gilbert,Employee"
"17639,M.P.,Eng - Software Development II,Products,Gilbert,Employee"
"17643,J.Y.,Eng - Software Development IV,Global Platform,Scottsdale,Employee"
"17645,L.G.,Dir - Product Mktg,Products,Scottsdale,Employee"
"17646,R.N.,Data Scientist III (Sr.),Global Market Operations,Remote - Canada - ON,Employee"
"17647,T.R.,Eng - Software Development III,Global Platform,Remote - Canada - BC,Employee"
"17657,B.Y.,Consultant - Prdctvty III,Mid-Market,Gilbert,Employee"
"17661,T.S.,Consultant - Hosting Support Web Pro,Partner Services,Gilbert,Employee"
"17665,E.L.,Sup - C3,Hosting Support Phones,Gilbert,Employee"
"17670,S.Y.,Rep - Advanced Technical Support,Advanced Technical Support,Gilbert,Employee"
"17679,A.O.,Global Advanced Operations - Incident Management,Advanced Technical Support - Non Chat,Tempe,Employee"
"17683,P.G.,Consultant - SalesSupport,Inbound Services,Remote - AZ,Employee"
"17685,J.S.,Productivity Advanced Services Representative,Productivity Advanced Services,Gilbert,Employee"
"17694,M.O.,Consultant - SalesSupport,C3 Support,Tempe,Employee"
"1771,M.R.,Mgr - Legal,Legal,Tempe,Employee"
"17710,R.N.,SVP - International,Global Market Operations,China,Employee"
"17711,V.A.,Mgr - Product,Global Platform,Kirkland,Employee"
"17712,J.Y.,Eng - Software Development V,Technology Engineering,Tempe,Employee"
"17713,K.H.,Eng - Software Development IV,Products,Scottsdale,Employee"
"17715,E.A.,Eng - Software Development II,Global Platform,Tempe,Employee"
"17744,S.A.,Senior Software Development Engineer - Marketing Technologies,Global Platform,Tempe,Employee"
"17745,R.N.,Dir - Learning & Dev,People Operations,Remote - NY,Employee"
"17746,D.S.,VP - Engineering,Technology Engineering,Gilbert,Employee"
"17747,A.A.,Analyst - Financial V,Accounting and Finance,Scottsdale,Employee"
"17751,J.T.,Eng - Software Development III,Global Platform,Kirkland,Employee"
"17752,K.S.,Sr. Dir - Learning & Dev,Professional Development,Gilbert,Employee"
"17756,C.D.,Rep - Advanced Technical Support - Hosting,Advanced Technical Support - HS Tech Chat,Hiawatha,Employee"
"17764,D.E.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"17770,E.R.,Productivity Advanced Services Representative,Productivity Advanced Services,Gilbert,Employee"
"17776,S.T.,Advisor - GoDaddy Business,CDT Web Presence,Tempe,Employee"
"17778,A.N.,Consultant - Prdctvty III,Mid-Market,Gilbert,Employee"
"178,B.N.,Director Brand Writing,Marketing and Brand,Scottsdale,Employee"
"17808,C.G.,Eng - Software Development III,Products,Sunnyvale,Employee"
"17809,T.M.,User Experience Engineer,Products,San Francisco,Employee"
"17810,B.G.,Eng - Software Development III,Global Platform,Kirkland,Employee"
"17813,D.Y.,Sup - C3,C3 Support,Gilbert,Employee"
"17814,R.L.,Eng - Software Development II,Technology Engineering,Tempe,Employee"
"17818,D.N.,Eng - Software Development IV,Products,Tempe,Employee"
"1783,F.A.,Eng - Software Development IV,Products,Remote - AZ,Employee"
"17830,R.S.,Writer III,Marketing and Brand,Remote - IL,Employee"
"17834,R.I.,Eng - Software Development II,Products,Hiawatha,Employee"
"17838,S.N.,Eng - Software Development III,Products,Sunnyvale,Employee"
"17839,G.S.,Dir - Product Management,Products,Cambridge,Employee"
"17842,S.R.,Sr. Dir - Marketing (Mgr),GoDaddy Brand EMEA,London (WeWork),Employee"
"17845,M.T.,Eng - Software Development IV,Global Platform,Tempe,Employee"
"17847,T.N.,Marketing Operations Technologist II,Global Platform,Scottsdale,Employee"
"17852,P.U.,Solutions Engineer III,Hosting Support Managed Services,Remote - CA,Employee"
"17884,M.L.,Sup - SCS,Secure Certificate Services,Gilbert,Employee"
"17885,T.D.,VP - International,Global Market Operations,Sydney (WeWork),Employee"
"17888,D.H.,Analyst - Website Security Support I,Products,Remote - AZ,Employee"
"17901,C.A.,Spec - Sales & Retention,Professional Services,Tempe,Employee"
"17903,T.R.,LDP,Hosting Support Phones,Gilbert,Employee"
"17921,F.O.,Consultant - Productivity I,Partner Services,Gilbert,Employee"
"17932,G.L.,Spec - Email Mktg Supp,C3 Support,Remote - AZ,Employee"
"17942,D.O.,Consultant - Prdctvty III,Mid-Market,Gilbert,Employee"
"17952,N.E.,Rep - Advanced Technical Support - Hosting,Advanced Technical Support - HS Tech Chat,Gilbert,Employee"
"17953,C.Z.,Customer Consultation & Care Representative,C3 Support,Tempe,Employee"
"17969,A.I.,Eng - Software Development III,Global Platform,Sunnyvale,Employee"
"17975,E.R.,Consultant - Hosting Support Sales,Hosting Support Sales,Hiawatha,Employee"
"17978,J.E.,Consultant - C3 Internet Sales and Serv,C3 Support,Hiawatha,Employee"
"17983,K.N.,Marketing Project Specialist - Video Marketing,Marketing and Brand,Hiawatha,Employee"
"17986,B.W.,Consultant - SalesSupport,Billing,Gilbert,Employee"
"17987,J.L.,Spec - Marketing,Global Market Operations,Hiawatha,Employee"
"17993,B.D.,Learning Professional V,People Operations,Gilbert,Employee"
"17995,S.M.,Eng - Software Development III,Cloud Infrastructure and IT,Scottsdale,Employee"
"17998,K.Y.,Eng - Software Development IV,Products,Hiawatha,Employee"
"18029,L.S.,Eng - Software Development II,Data Center,Remote - CA,Employee"
"18034,K.A.,Eng - Software Development in Test IV,Global Platform,Kirkland,Employee"
